time,value
0,1.0
1,0.9048374180359595
2,0.8187307530779818
3,0.7408182206817179
4,0.6703200460356393
5,0.6065306597126334
6,0.5488116360940264
7,0.49658530379140947
8,0.44932896411722156
9,0.4065696597405991
10,0.36787944117144233
11,0.33287108369807955
12,0.301194211912202
13,0.2725317930340126
14,0.24659696394160643
15,0.22313016014842982
16,0.20189651799465538
17,0.1826835240527346
18,0.16529888822158653
19,0.14956861922263504
20,0.1353352832366127
21,0.1224564282529819
22,0.11080315836233387
23,0.1002588437228037
24,0.09071795328941247
25,0.0820849986238988
26,0.07427357821433388
27,0.06720551273974976
28,0.06081006262521795
29,0.05502322005640721
30,0.049787068367863944
31,0.0450492023935578
32,0.04076220397836621
33,0.036883167401239994
34,0.033373269960326066
35,0.0301973834223185
36,0.02732372244729256
37,0.024723526470339388
38,0.02237077185616559
39,0.02024191144580438
40,0.01831563888873418
41,0.016572675401761237
42,0.014995576820477703
43,0.013568559012200934
44,0.012277339903068436
45,0.011108996538242306
46,0.010051835744633576
47,0.009095277101695816
48,0.008229747049020023
49,0.007446583070924338
50,0.006737946999085467
51,0.006096746565515633
52,0.0055165644207607716
53,0.004991593906910213
54,0.004516580942612666
55,0.004086771438464067
56,0.003697863716482929
57,0.003345965457471272
58,0.0030275547453758127
59,0.0027394448187683684
60,0.0024787521766663585
61,0.002242867719485801
62,0.002029430636295734
63,0.0018363047770289056
64,0.001661557273173934
65,0.0015034391929775724
66,0.0013603680375478928
67,0.001230911902673481
68,0.0011137751478448024
69,0.0010077854290485105
70,0.0009118819655545162
71,0.0008251049232659038
72,0.0007465858083766792
73,0.0006755387751938437
74,0.0006112527611295723
75,0.0005530843701478336
76,0.0005004514334406104
77,0.00045282718288679695
78,0.00040973497897978643
79,0.0003707435404590882
80,0.00033546262790251185
81,0.0003035391380788668
82,0.00027465356997214205
83,0.00024851682710795185
84,0.0002248673241788482
85,0.00020346836901064417
86,0.0001841057936675792
87,0.00016658581098763324
88,0.0001507330750954765
89,0.0001363889264820114
90,0.00012340980408667956
91,0.00011166580849011478
92,0.00010103940183709324
93,9.142423147817327e-05
94,8.272406555663223e-05
95,7.48518298877006e-05
96,6.772873649085378e-05
97,6.128349505322202e-05
98,5.5451599432176945e-05
99,5.017468205617528e-05
